ProductID,ProductName,Category,Price
51618f3a-b493-480b-a94f-53c2d357c087,specific,Home & Kitchen,397.56
4517b5c2-da8e-4f03-8b5b-ba2a7c92b6c7,develop,Clothing,408.9
dde23cc3-756f-411d-ad6a-e2ce719bac4c,president,Health & Beauty,143.04
a1aac262-cd60-467d-acdf-ef271841d4ec,there,Electronics,430.16
957d2694-01b4-46ef-8fad-a4a79ae5de2c,federal,Sports & Outdoors,123.52
e884f40c-de9f-4b00-ab86-150e4ae10f7b,military,Health & Beauty,292.63
b822bc77-06be-4a62-a2c3-660a9ac5443e,reduce,Home & Kitchen,12.54
e63cbe71-fae7-48a7-9e40-f2676ca74ce3,right,Sports & Outdoors,95.56
3c1ab415-82f3-4705-9b2d-cf6709214b04,trip,Health & Beauty,156.0
fe02129a-6cf8-4426-9bf3-89f0c32e29ef,think,Electronics,24.62
41132271-a922-456e-8b90-34ce52e3fbb9,church,Electronics,335.55
263fb0e6-ad67-4b49-af81-72b4586f75ec,focus,Home & Kitchen,426.6
11058dbc-7c41-4ac7-8e36-b2f236c8d793,technology,Home & Kitchen,34.51
6d9edd60-315c-4da9-8ac4-281383707e23,major,Home & Kitchen,168.53
97c6b0c4-1049-4825-b074-09e90fa08dfa,forget,Clothing,348.52
f7f5996e-95e7-4a96-a9fc-0bc2f1da60bf,billion,Clothing,332.97
98d641f1-0a8c-4141-aff5-eb25e022bae9,despite,Home & Kitchen,153.94
a514762f-5454-4ac2-a9c8-e041e0e86fb6,eye,Home & Kitchen,278.74
781e3bfa-d1ce-4697-bcad-5624e9789109,data,Electronics,88.96
dc72d42a-8868-4587-9575-e608aa975e1c,skill,Health & Beauty,181.13
e9d497db-7b41-44aa-9406-c9249b14d87a,law,Clothing,163.46
9627b28d-2d97-4129-acbc-a58ba09357f4,choose,Home & Kitchen,409.76
1c18dc8d-aefc-4165-8557-681d89fcc499,free,Electronics,25.02
5c1b89c7-46ce-4cfa-98f4-f349e3828954,military,Electronics,450.39
ecc73081-55a9-41cb-beb3-a1e9fe70bf1a,easy,Clothing,265.33
d2a54d9b-6bc8-4757-986e-9b1671cfd90e,mind,Electronics,331.38
f34a987e-10c5-4652-ba19-2628b8d98265,star,Home & Kitchen,393.63
4d5131f1-e46a-438f-abb9-bbd5c0f29eae,both,Home & Kitchen,102.12
33c45f0d-f230-4642-9347-b69ff2cc607f,religious,Sports & Outdoors,458.68
e8e4727c-8aee-4017-803c-4d31b98dcded,exactly,Health & Beauty,53.91
b340ed02-81e3-45ce-be92-2ac4e94df1bf,seat,Home & Kitchen,121.54
f7240c0d-b76f-499a-a807-418a6f2dfd77,magazine,Electronics,294.96
ad20c4df-563d-4532-baf3-749b346f95c1,over,Electronics,13.71
2e484e19-aa5d-435d-a0d0-2a64d6e2e3a2,begin,Health & Beauty,95.26
ae7c840e-0aa3-48c0-9e68-7e026ab10cfe,relationship,Health & Beauty,346.19
d5a11675-7e1f-4bb5-85f7-a0f24095da89,less,Electronics,216.22
d8cc1c38-56d6-4144-8771-3931a8042c2a,own,Sports & Outdoors,243.37
c3349ef1-0604-4233-827c-1c376d161f7e,admit,Electronics,193.91
ef8e16de-a936-4279-a68c-bbadeeff268f,president,Health & Beauty,90.29
88c9ca08-424b-4260-874f-491be5a32338,buy,Electronics,411.63
9e454e97-9cb4-414a-8275-e7ae6b39db13,try,Clothing,202.32
d799a682-5400-49d1-9083-9444c6348512,black,Health & Beauty,370.6
c281ef06-c6a8-4403-8316-04391d606c29,PM,Electronics,302.9
4bba8dbd-7801-4644-af78-b7c6fe040dda,send,Sports & Outdoors,236.76
9b984d9a-6d86-4000-a441-e2059c7b4c25,return,Sports & Outdoors,251.01
60702537-3c68-45ec-9bab-296ca94ab322,anything,Health & Beauty,187.7
048207e5-9b64-4500-8735-b2b59334d151,ago,Clothing,491.0
79722468-d496-4b9d-9c3c-514b3ace61cb,push,Sports & Outdoors,200.73
61459611-d5f2-48d6-b409-e79f118ce4f0,eat,Health & Beauty,70.96
bf3047bd-ae36-4e4d-bcfa-e776d4715793,positive,Health & Beauty,231.4
b9a30324-bcf1-4341-b0be-9eba9d97f9f1,ten,Electronics,291.32
f28044d3-38c2-4c2c-9ed3-6d71db829e97,relate,Clothing,479.84
21c5cea7-ea84-4d58-9c08-25500636fe18,family,Clothing,202.16
d75c4a8a-a90c-4d7f-a60a-d8874cd24c5d,receive,Sports & Outdoors,125.63
68072323-d9b7-4969-825f-f17ed28e2edb,again,Sports & Outdoors,492.66
2ed454de-afcd-4bc4-a2e1-c677b9d6cc6e,as,Health & Beauty,45.07
aeb86692-83bf-492e-865f-e02875ce1d0c,upon,Electronics,18.65
ab53b67d-3c36-45e3-b978-a26c642127de,almost,Home & Kitchen,128.66
4a3a065e-2d02-4237-a6d7-ae49d64d2d6f,successful,Home & Kitchen,427.49
1f298965-8550-4783-9082-a89be70a16f7,sense,Sports & Outdoors,357.85
82cb1870-db81-4575-8347-e14ffdfd2950,right,Clothing,386.13
4ebc47b3-288c-47ee-85cd-018acccbbc91,six,Sports & Outdoors,487.49
6fb29f22-49f9-4404-adf5-a942bc7bce7a,produce,Home & Kitchen,5.29
610bcc68-1d87-4c13-96ca-eabdfc29cd96,board,Home & Kitchen,130.91
9b1bb123-b82f-4032-a0b8-c8e9ac39399a,sure,Health & Beauty,168.94
08f2afa8-23b3-4a86-bc6f-ff8026144ef0,forward,Electronics,155.94
9298b19f-8920-40ab-9cd4-8d3bfd2bf13a,according,Health & Beauty,309.34
5096e036-a887-44da-b55f-1f14ddc0df50,everything,Electronics,298.26
f7f22a66-7a7e-4d1b-8038-3733b4dc1674,tree,Electronics,220.55
c7d49be3-a836-454e-b7db-07c7d94f761d,section,Home & Kitchen,280.91
14fccd6d-5470-4276-b99e-612cf1d6d137,six,Electronics,207.22
21ee92f9-0027-4afb-b628-0075836f23c4,simply,Health & Beauty,194.29
a5aa06ee-8ac1-4961-8bb5-f2be7beb02c1,writer,Clothing,462.01
83a723e8-d2e6-4a72-a760-14b07b213fa1,ahead,Health & Beauty,402.61
0382f8fc-1556-4447-9c00-2aae266132cb,to,Health & Beauty,94.04
b7fb4821-722f-4bc2-80ce-e0dd4c1ca378,station,Sports & Outdoors,139.67
e7a72375-8710-40b7-9be2-a67b7765f74a,summer,Sports & Outdoors,445.27
adc5250c-b518-47ac-b6f1-d626349bb869,again,Clothing,277.45
2409b610-27bd-4035-826b-7488beb3a236,point,Electronics,287.73
315848d1-134c-473a-b14d-6bb66157368c,choice,Electronics,30.05
7b9793ec-42fd-42b0-99ac-535b08eadbcb,strong,Electronics,274.38
5443dde5-82d0-418a-8cb0-c8ca2590878e,conference,Home & Kitchen,419.29
406db525-3d07-45c2-b6bc-994610afaaf2,take,Electronics,402.27
9d18e00e-b006-4df8-93ba-59dbe894f6d7,watch,Sports & Outdoors,34.17
01b0801d-503f-4174-9ae3-5dc2a306aabc,east,Sports & Outdoors,307.45
d4db6cb2-12fa-4c56-8fc9-759f2c7f8a09,big,Clothing,475.61
3f5e2a36-22a5-4679-b6a7-0d6277bd5890,fact,Sports & Outdoors,344.45
84424604-30d5-4fb4-b1a9-8cac314de39e,miss,Home & Kitchen,116.41
9fcc31be-a7a1-428a-9f0f-b1caca26e388,between,Home & Kitchen,215.09
eb89030f-2b5e-47c2-864d-5552b6ff1bba,either,Clothing,192.35
e9aa11ff-cf72-433a-94d5-1ad0016c8ad9,none,Sports & Outdoors,234.67
571bc9a2-9832-4493-bb46-7d3f1c286429,thing,Home & Kitchen,28.3
6ef968d0-a0d4-4416-aef1-61cf6c013548,mission,Sports & Outdoors,479.01
102fb1d4-d3f3-4843-a842-1f7271a73ae5,left,Health & Beauty,411.94
9d6c2548-ef0a-4b85-9629-cb4c88687950,whole,Sports & Outdoors,147.64
565f85ec-1ef4-44c7-95e1-eb5ec21eeeae,stand,Home & Kitchen,244.0
2d41ce5d-408c-4086-8ae3-6dec461e857f,food,Home & Kitchen,39.7
d6a59872-0d08-44ae-8155-e0b6d68a80a9,guy,Health & Beauty,181.45
ddfc384f-97f1-4f93-8738-38dfafae5f3d,story,Health & Beauty,270.41
ebff7820-c6d5-4e73-a2f5-7f5a300e2ad2,end,Clothing,355.03
b1e6c9a9-926a-4308-930f-31ef3a88a47f,main,Sports & Outdoors,485.44
a8f3b75a-5369-4fb7-a41c-38d8307a20e0,color,Clothing,441.01
59358577-a545-4b58-b1b7-63fcda1f2e44,Congress,Electronics,37.22
bc18620b-8512-4fe5-a578-aba486eef5b8,down,Health & Beauty,445.66
04e59bcd-2951-46bc-91d8-41a5aab7373a,unit,Clothing,198.3
8db0ab95-04e2-4b9a-a769-8d53058f1a67,reduce,Electronics,23.33
a13aad31-c6b1-4289-affa-85453b194c80,least,Clothing,495.52
122171cd-83ec-43ed-9a4d-2d3ffb01ad15,open,Electronics,114.7
c833f5ba-fc83-4fad-bd98-a320eed424c3,year,Electronics,141.43
4c909ee4-2596-4c93-afd3-1ac694734d68,art,Health & Beauty,227.64
8bc86423-b993-4f02-950d-086884bf6f17,simply,Home & Kitchen,14.34
c6e85548-cdd5-49af-b371-1ef61092c3ed,wait,Clothing,338.11
509eaa52-d3b1-4b08-b446-9e4f2ab9de6d,politics,Electronics,213.27
aa5b2f92-a2c2-4d0d-8f3b-b3ea23830360,whatever,Electronics,74.34
97eaa604-68df-4174-a923-242661f40dac,well,Health & Beauty,414.24
5d6c32b7-1ce5-4f5a-8ac8-62e84ce6df0c,point,Electronics,499.02
f4e79780-82a4-4962-94ca-d4be1e495a7a,professional,Sports & Outdoors,84.38
85108ded-eadb-4541-8308-d04343f0300b,first,Home & Kitchen,108.28
7026e36a-77c0-467c-8893-412d5b3cc399,north,Home & Kitchen,237.7
2b759427-a2d5-41f2-a6d6-6fad1bf69f1c,actually,Sports & Outdoors,238.75
e20ea7ec-a6fe-43af-8241-911eab8b7c88,ever,Sports & Outdoors,71.45
2b9d6433-09a9-4899-a5fc-9fa1ac17dbd1,someone,Health & Beauty,133.84
310e09d0-e715-4539-b107-b4974bb2008c,partner,Health & Beauty,106.01
76679172-074c-43df-beaa-72b857fe0a9a,black,Home & Kitchen,97.03
e80e3a69-6498-4213-b4fa-0fd0adcf6ce2,full,Home & Kitchen,306.23
c8ead928-27c8-4361-bb47-3ba392990906,own,Home & Kitchen,306.65
d85974fa-e5fc-41d8-b6b5-77398ad58c89,increase,Electronics,258.34
523a4885-754b-431d-81ca-47a117e32a5f,trip,Health & Beauty,33.88
6125a36a-6f05-4d8a-a686-2b72087db0b9,should,Health & Beauty,413.41
46449505-edf3-4e92-888a-e5913f7b6d91,receive,Sports & Outdoors,47.76
d9e3a556-6a23-4697-8e5b-bcac8413bd5c,weight,Health & Beauty,467.63
2adff6b2-d232-4991-b5a9-68facd47da00,number,Home & Kitchen,176.98
e69fe9aa-88fb-447e-8cc6-7c27deb5770e,relate,Electronics,125.85
a26c78a3-1f87-427d-b46a-be927a69fd13,force,Home & Kitchen,303.46
18d6aa61-f40d-4d21-93a2-0b9ffb8eddb9,pretty,Health & Beauty,484.31
2b80e064-43ac-4f38-a7b5-0376ebd1ba7f,wear,Clothing,336.18
26e19658-a4c1-4a46-87ef-6067754b0fe1,appear,Sports & Outdoors,334.61
453883ff-5ff6-4274-9228-8c0224f28ba0,future,Electronics,103.28
68f3b0b4-6c06-46b4-95f0-0dd45e2ca58e,play,Electronics,473.28
f1b32013-dbd7-4c5f-a2f1-0ac6d9b2575e,increase,Home & Kitchen,222.48
068120f1-56f4-4f0b-8743-a53f980df8a8,actually,Sports & Outdoors,138.57
73e28c2f-87f6-4bee-b942-7f8a13b36f5e,voice,Health & Beauty,71.91
1edb4492-7b15-4f24-955c-9a9863763c31,section,Health & Beauty,257.05
b6cead1f-3f0e-4447-a047-2d17246319d4,decide,Home & Kitchen,247.08
032a0642-364b-4511-b812-038c054473ef,word,Clothing,292.12
b1b085e4-d1b1-4a15-aac0-993ee79fe6bf,fact,Sports & Outdoors,248.92
cc5ed965-cfa2-45e5-87e6-b756d8bafa94,player,Sports & Outdoors,397.49
6f559226-e576-405d-a204-a91c4a17f452,field,Electronics,145.96
046b416f-14a4-4ed4-b3e0-f93e7577b2f6,assume,Sports & Outdoors,323.28
7eafffaf-9932-4c7b-b486-4aae95834d3d,debate,Health & Beauty,89.64
e556fcc8-d4b7-48a9-aa8a-224930d9ed94,direction,Electronics,293.31
022f83de-65cb-411b-a085-f3ef9ba6e34b,standard,Electronics,99.82
020a0bc2-df93-421e-b711-eb1f22e4045d,four,Home & Kitchen,147.93
50afdbfd-0459-47e0-99e6-70b0fea89f30,culture,Electronics,9.21
ef996470-4ebd-4ad1-937f-47bc35525542,size,Clothing,92.01
c6a8e5d2-9928-42fb-abc9-496e18dd0910,federal,Health & Beauty,197.83
